nohup: ignoring input
============================================================
AGIFORMER PHASE 7: Curriculum Learning & Neuroplasticity
============================================================
Model: 31,199,792 parameters
Device: cuda
/home/ubuntu/agi-former/train_curriculum.py:74: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()
Starting Curriculum Training...

[Curriculum] Initializing Stage 1: Lexical Grounding (Dictionary)

*** CURRICULUM ALERT: Advancing to Stage 1 ***
/home/ubuntu/agi-former/train_curriculum.py:120: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=(DEVICE=='cuda')):
Step 0: Loss=5.5744 | BPC=8.0422 | Alpha=0.10 | LR=3.00e-06
Step 11170: Loss=1.2319 | BPC=1.7772 | Alpha=0.99 | LR=3.00e-04
Step 11180: Loss=1.3782 | BPC=1.9883 | Alpha=0.99 | LR=3.00e-04
Step 11190: Loss=1.3689 | BPC=1.9749 | Alpha=0.99 | LR=3.00e-04
Step 11200: Loss=1.4337 | BPC=2.0685 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3475 | BPC = 1.9440 --
Saved best_model_curriculum.pth
Step 11210: Loss=1.5225 | BPC=2.1966 | Alpha=0.99 | LR=3.00e-04
Step 11220: Loss=1.5720 | BPC=2.2680 | Alpha=0.99 | LR=3.00e-04
Step 11230: Loss=1.4092 | BPC=2.0330 | Alpha=0.99 | LR=3.00e-04
Step 11240: Loss=1.3415 | BPC=1.9353 | Alpha=0.99 | LR=3.00e-04
Step 11250: Loss=1.4577 | BPC=2.1031 | Alpha=0.99 | LR=3.00e-04
Step 11260: Loss=1.4900 | BPC=2.1496 | Alpha=0.99 | LR=3.00e-04
Step 11270: Loss=1.6633 | BPC=2.3997 | Alpha=0.99 | LR=3.00e-04
Step 11280: Loss=1.3895 | BPC=2.0047 | Alpha=0.99 | LR=3.00e-04
Step 11290: Loss=1.1628 | BPC=1.6776 | Alpha=0.99 | LR=3.00e-04
Step 11300: Loss=1.3451 | BPC=1.9406 | Alpha=0.99 | LR=3.00e-04
Step 11310: Loss=1.3333 | BPC=1.9235 | Alpha=0.99 | LR=3.00e-04
Step 11320: Loss=1.4162 | BPC=2.0431 | Alpha=0.99 | LR=3.00e-04
Step 11330: Loss=1.3633 | BPC=1.9668 | Alpha=0.99 | LR=3.00e-04
Step 11340: Loss=1.5555 | BPC=2.2442 | Alpha=0.99 | LR=3.00e-04
Step 11350: Loss=1.4348 | BPC=2.0700 | Alpha=0.99 | LR=3.00e-04
Step 11360: Loss=1.3525 | BPC=1.9513 | Alpha=0.99 | LR=3.00e-04
Step 11370: Loss=1.4252 | BPC=2.0561 | Alpha=0.99 | LR=3.00e-04
Step 11380: Loss=1.4540 | BPC=2.0976 | Alpha=0.99 | LR=3.00e-04
Step 11390: Loss=1.4494 | BPC=2.0911 | Alpha=0.99 | LR=3.00e-04
Step 11400: Loss=1.4147 | BPC=2.0410 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3411 | BPC = 1.9348 --
Saved best_model_curriculum.pth
Step 11410: Loss=1.4293 | BPC=2.0620 | Alpha=0.99 | LR=3.00e-04
Step 11420: Loss=1.5579 | BPC=2.2476 | Alpha=0.99 | LR=3.00e-04
Step 11430: Loss=1.3509 | BPC=1.9490 | Alpha=0.99 | LR=3.00e-04
Step 11440: Loss=1.3028 | BPC=1.8795 | Alpha=0.99 | LR=3.00e-04
Step 11450: Loss=1.3430 | BPC=1.9375 | Alpha=0.99 | LR=3.00e-04
Step 11460: Loss=1.3782 | BPC=1.9884 | Alpha=0.99 | LR=3.00e-04
Step 11470: Loss=1.5810 | BPC=2.2808 | Alpha=0.99 | LR=3.00e-04
Step 11480: Loss=1.2361 | BPC=1.7833 | Alpha=0.99 | LR=3.00e-04
Step 11490: Loss=1.4626 | BPC=2.1100 | Alpha=0.99 | LR=3.00e-04
Step 11500: Loss=1.5880 | BPC=2.2910 | Alpha=0.99 | LR=3.00e-04
Step 11510: Loss=1.4715 | BPC=2.1230 | Alpha=0.99 | LR=3.00e-04
Step 11520: Loss=1.3783 | BPC=1.9885 | Alpha=0.99 | LR=3.00e-04
Step 11530: Loss=1.4356 | BPC=2.0711 | Alpha=0.99 | LR=3.00e-04
Step 11540: Loss=1.6007 | BPC=2.3094 | Alpha=0.99 | LR=3.00e-04
Step 11550: Loss=1.4479 | BPC=2.0888 | Alpha=0.99 | LR=3.00e-04
Step 11560: Loss=1.3480 | BPC=1.9448 | Alpha=0.99 | LR=3.00e-04
Step 11570: Loss=1.3608 | BPC=1.9632 | Alpha=0.99 | LR=3.00e-04
Step 11580: Loss=1.4910 | BPC=2.1511 | Alpha=0.99 | LR=3.00e-04
Step 11590: Loss=1.3199 | BPC=1.9042 | Alpha=0.99 | LR=3.00e-04
Step 11600: Loss=1.2877 | BPC=1.8578 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3342 | BPC = 1.9249 --
Saved best_model_curriculum.pth
Step 11610: Loss=1.3993 | BPC=2.0188 | Alpha=0.99 | LR=3.00e-04
Step 11620: Loss=1.3566 | BPC=1.9571 | Alpha=0.99 | LR=3.00e-04
Step 11630: Loss=1.3482 | BPC=1.9451 | Alpha=0.99 | LR=3.00e-04
Step 11640: Loss=1.4435 | BPC=2.0825 | Alpha=0.99 | LR=3.00e-04
Step 11650: Loss=1.2718 | BPC=1.8348 | Alpha=0.99 | LR=3.00e-04
Step 11660: Loss=1.4814 | BPC=2.1372 | Alpha=0.99 | LR=3.00e-04
Step 11670: Loss=1.4197 | BPC=2.0482 | Alpha=0.99 | LR=3.00e-04
Step 11680: Loss=1.6403 | BPC=2.3665 | Alpha=0.99 | LR=3.00e-04
Step 11690: Loss=1.4049 | BPC=2.0268 | Alpha=0.99 | LR=3.00e-04
Step 11700: Loss=1.2879 | BPC=1.8581 | Alpha=0.99 | LR=3.00e-04
Step 11710: Loss=1.4969 | BPC=2.1595 | Alpha=0.99 | LR=3.00e-04
Step 11720: Loss=1.2925 | BPC=1.8647 | Alpha=0.99 | LR=3.00e-04
Step 11730: Loss=1.4640 | BPC=2.1121 | Alpha=0.99 | LR=3.00e-04
Step 11740: Loss=1.4148 | BPC=2.0411 | Alpha=0.99 | LR=3.00e-04
Step 11750: Loss=1.2985 | BPC=1.8733 | Alpha=0.99 | LR=3.00e-04
Step 11760: Loss=1.2646 | BPC=1.8244 | Alpha=0.99 | LR=3.00e-04
Step 11770: Loss=1.4492 | BPC=2.0908 | Alpha=0.99 | LR=3.00e-04
Step 11780: Loss=1.2363 | BPC=1.7837 | Alpha=0.99 | LR=3.00e-04
Step 11790: Loss=1.3885 | BPC=2.0031 | Alpha=0.99 | LR=3.00e-04
Step 11800: Loss=1.4087 | BPC=2.0324 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3446 | BPC = 1.9399 --
Step 11810: Loss=1.5848 | BPC=2.2864 | Alpha=0.99 | LR=3.00e-04
Step 11820: Loss=1.4588 | BPC=2.1047 | Alpha=0.99 | LR=3.00e-04
Step 11830: Loss=1.3650 | BPC=1.9693 | Alpha=0.99 | LR=3.00e-04
Step 11840: Loss=1.3744 | BPC=1.9829 | Alpha=0.99 | LR=3.00e-04
Step 11850: Loss=1.4226 | BPC=2.0523 | Alpha=0.99 | LR=3.00e-04
Step 11860: Loss=1.4017 | BPC=2.0222 | Alpha=0.99 | LR=3.00e-04
Step 11870: Loss=1.4968 | BPC=2.1595 | Alpha=0.99 | LR=3.00e-04
Step 11880: Loss=1.4553 | BPC=2.0995 | Alpha=0.99 | LR=3.00e-04
Step 11890: Loss=1.4525 | BPC=2.0955 | Alpha=0.99 | LR=3.00e-04
Step 11900: Loss=1.2992 | BPC=1.8743 | Alpha=0.99 | LR=3.00e-04
Step 11910: Loss=1.4478 | BPC=2.0887 | Alpha=0.99 | LR=3.00e-04
Step 11920: Loss=1.3330 | BPC=1.9231 | Alpha=0.99 | LR=3.00e-04
Step 11930: Loss=1.5186 | BPC=2.1908 | Alpha=0.99 | LR=3.00e-04
Step 11940: Loss=1.3053 | BPC=1.8831 | Alpha=0.99 | LR=3.00e-04
Step 11950: Loss=1.2966 | BPC=1.8706 | Alpha=0.99 | LR=3.00e-04
Step 11960: Loss=1.3489 | BPC=1.9460 | Alpha=0.99 | LR=3.00e-04
Step 11970: Loss=1.3793 | BPC=1.9900 | Alpha=0.99 | LR=3.00e-04
Step 11980: Loss=1.2734 | BPC=1.8371 | Alpha=0.99 | LR=3.00e-04
Step 11990: Loss=1.3568 | BPC=1.9575 | Alpha=0.99 | LR=3.00e-04
Step 12000: Loss=1.2600 | BPC=1.8177 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3371 | BPC = 1.9290 --
Step 12010: Loss=1.5686 | BPC=2.2630 | Alpha=0.99 | LR=3.00e-04
Step 12020: Loss=1.3793 | BPC=1.9899 | Alpha=0.99 | LR=3.00e-04
Step 12030: Loss=1.2913 | BPC=1.8630 | Alpha=0.99 | LR=3.00e-04
Step 12040: Loss=1.3503 | BPC=1.9481 | Alpha=0.99 | LR=3.00e-04
Step 12050: Loss=1.5415 | BPC=2.2239 | Alpha=0.99 | LR=3.00e-04
Step 12060: Loss=1.3890 | BPC=2.0040 | Alpha=0.99 | LR=3.00e-04
Step 12070: Loss=1.3450 | BPC=1.9405 | Alpha=0.99 | LR=3.00e-04
Step 12080: Loss=1.2743 | BPC=1.8384 | Alpha=0.99 | LR=3.00e-04
Step 12090: Loss=1.3349 | BPC=1.9259 | Alpha=0.99 | LR=3.00e-04
Step 12100: Loss=1.3306 | BPC=1.9196 | Alpha=0.99 | LR=3.00e-04
Step 12110: Loss=1.6806 | BPC=2.4246 | Alpha=0.99 | LR=3.00e-04
Step 12120: Loss=1.5138 | BPC=2.1840 | Alpha=0.99 | LR=3.00e-04
Step 12130: Loss=1.5462 | BPC=2.2307 | Alpha=0.99 | LR=3.00e-04
Step 12140: Loss=1.4379 | BPC=2.0744 | Alpha=0.99 | LR=3.00e-04
Step 12150: Loss=1.5493 | BPC=2.2351 | Alpha=0.99 | LR=3.00e-04
Step 12160: Loss=1.1843 | BPC=1.7086 | Alpha=0.99 | LR=3.00e-04
Step 12170: Loss=1.2829 | BPC=1.8509 | Alpha=0.99 | LR=3.00e-04
Step 12180: Loss=1.3435 | BPC=1.9383 | Alpha=0.99 | LR=3.00e-04
Step 12190: Loss=1.4373 | BPC=2.0736 | Alpha=0.99 | LR=3.00e-04
Step 12200: Loss=1.6735 | BPC=2.4144 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3304 | BPC = 1.9194 --
Saved best_model_curriculum.pth
Step 12210: Loss=1.3180 | BPC=1.9015 | Alpha=0.99 | LR=3.00e-04
Step 12220: Loss=1.5296 | BPC=2.2067 | Alpha=0.99 | LR=3.00e-04
Step 12230: Loss=1.4117 | BPC=2.0367 | Alpha=0.99 | LR=3.00e-04
Step 12240: Loss=1.9262 | BPC=2.7789 | Alpha=0.99 | LR=3.00e-04
Step 12250: Loss=1.3257 | BPC=1.9125 | Alpha=0.99 | LR=3.00e-04
Step 12260: Loss=1.5226 | BPC=2.1967 | Alpha=0.99 | LR=3.00e-04
Step 12270: Loss=1.4488 | BPC=2.0902 | Alpha=0.99 | LR=3.00e-04
Step 12280: Loss=1.5677 | BPC=2.2617 | Alpha=0.99 | LR=3.00e-04
Step 12290: Loss=1.4343 | BPC=2.0693 | Alpha=0.99 | LR=3.00e-04
Step 12300: Loss=1.4915 | BPC=2.1517 | Alpha=0.99 | LR=3.00e-04
Step 12310: Loss=1.3422 | BPC=1.9364 | Alpha=0.99 | LR=3.00e-04
Step 12320: Loss=1.4796 | BPC=2.1346 | Alpha=0.99 | LR=3.00e-04
Step 12330: Loss=1.2881 | BPC=1.8583 | Alpha=0.99 | LR=3.00e-04
Step 12340: Loss=1.2973 | BPC=1.8715 | Alpha=0.99 | LR=3.00e-04
Step 12350: Loss=1.7411 | BPC=2.5119 | Alpha=0.99 | LR=3.00e-04
Step 12360: Loss=1.2161 | BPC=1.7545 | Alpha=0.99 | LR=3.00e-04
Step 12370: Loss=1.2260 | BPC=1.7687 | Alpha=0.99 | LR=3.00e-04
Step 12380: Loss=1.3371 | BPC=1.9291 | Alpha=0.99 | LR=3.00e-04
Step 12390: Loss=1.4899 | BPC=2.1494 | Alpha=0.99 | LR=3.00e-04
Step 12400: Loss=1.4149 | BPC=2.0412 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3278 | BPC = 1.9156 --
Saved best_model_curriculum.pth
Step 12410: Loss=1.3927 | BPC=2.0093 | Alpha=0.99 | LR=3.00e-04
Step 12420: Loss=1.3103 | BPC=1.8904 | Alpha=0.99 | LR=3.00e-04
Step 12430: Loss=1.2726 | BPC=1.8360 | Alpha=0.99 | LR=3.00e-04
Step 12440: Loss=1.2417 | BPC=1.7915 | Alpha=0.99 | LR=3.00e-04
Step 12450: Loss=1.3650 | BPC=1.9693 | Alpha=0.99 | LR=3.00e-04
Step 12460: Loss=1.3648 | BPC=1.9690 | Alpha=0.99 | LR=3.00e-04
Step 12470: Loss=1.3372 | BPC=1.9292 | Alpha=0.99 | LR=3.00e-04
Step 12480: Loss=1.4028 | BPC=2.0238 | Alpha=0.99 | LR=3.00e-04
Step 12490: Loss=1.3937 | BPC=2.0106 | Alpha=0.99 | LR=3.00e-04
Step 12500: Loss=1.6141 | BPC=2.3286 | Alpha=0.99 | LR=3.00e-04
Step 12510: Loss=1.3544 | BPC=1.9539 | Alpha=0.99 | LR=3.00e-04
Step 12520: Loss=1.6510 | BPC=2.3819 | Alpha=0.99 | LR=3.00e-04
Step 12530: Loss=1.6129 | BPC=2.3269 | Alpha=0.99 | LR=3.00e-04
Step 12540: Loss=1.3038 | BPC=1.8810 | Alpha=0.99 | LR=3.00e-04
Step 12550: Loss=1.3188 | BPC=1.9026 | Alpha=0.99 | LR=3.00e-04
Step 12560: Loss=1.3371 | BPC=1.9290 | Alpha=0.99 | LR=3.00e-04
Step 12570: Loss=1.3913 | BPC=2.0072 | Alpha=0.99 | LR=3.00e-04
Step 12580: Loss=1.6959 | BPC=2.4466 | Alpha=0.99 | LR=3.00e-04
Step 12590: Loss=1.3886 | BPC=2.0034 | Alpha=0.99 | LR=3.00e-04
Step 12600: Loss=1.2026 | BPC=1.7349 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3113 | BPC = 1.8918 --
Saved best_model_curriculum.pth
Step 12610: Loss=1.4824 | BPC=2.1387 | Alpha=0.99 | LR=3.00e-04
Step 12620: Loss=1.6272 | BPC=2.3475 | Alpha=0.99 | LR=3.00e-04
Step 12630: Loss=1.3072 | BPC=1.8859 | Alpha=0.99 | LR=3.00e-04
Step 12640: Loss=1.3702 | BPC=1.9768 | Alpha=0.99 | LR=3.00e-04
Step 12650: Loss=1.2924 | BPC=1.8646 | Alpha=0.99 | LR=3.00e-04
Step 12660: Loss=1.4214 | BPC=2.0507 | Alpha=0.99 | LR=3.00e-04
Step 12670: Loss=1.5341 | BPC=2.2133 | Alpha=0.99 | LR=3.00e-04
Step 12680: Loss=1.3693 | BPC=1.9755 | Alpha=0.99 | LR=3.00e-04
Step 12690: Loss=1.3039 | BPC=1.8812 | Alpha=0.99 | LR=3.00e-04
Step 12700: Loss=1.4427 | BPC=2.0814 | Alpha=0.99 | LR=3.00e-04
Step 12710: Loss=1.3169 | BPC=1.8999 | Alpha=0.99 | LR=3.00e-04
Step 12720: Loss=1.4430 | BPC=2.0818 | Alpha=0.99 | LR=3.00e-04
Step 12730: Loss=1.2931 | BPC=1.8655 | Alpha=0.99 | LR=3.00e-04
Step 12740: Loss=1.4192 | BPC=2.0475 | Alpha=0.99 | LR=3.00e-04
Step 12750: Loss=1.3178 | BPC=1.9012 | Alpha=0.99 | LR=3.00e-04
Step 12760: Loss=1.3615 | BPC=1.9642 | Alpha=0.99 | LR=3.00e-04
Step 12770: Loss=1.4109 | BPC=2.0356 | Alpha=0.99 | LR=3.00e-04
Step 12780: Loss=1.3540 | BPC=1.9534 | Alpha=0.99 | LR=3.00e-04
Step 12790: Loss=1.2703 | BPC=1.8327 | Alpha=0.99 | LR=3.00e-04
Step 12800: Loss=1.4618 | BPC=2.1090 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3198 | BPC = 1.9041 --
Step 12810: Loss=1.2745 | BPC=1.8388 | Alpha=0.99 | LR=3.00e-04
Step 12820: Loss=1.4607 | BPC=2.1073 | Alpha=0.99 | LR=3.00e-04
Step 12830: Loss=1.2762 | BPC=1.8412 | Alpha=0.99 | LR=3.00e-04
Step 12840: Loss=1.2890 | BPC=1.8597 | Alpha=0.99 | LR=3.00e-04
Step 12850: Loss=1.3545 | BPC=1.9541 | Alpha=0.99 | LR=3.00e-04
Step 12860: Loss=1.2967 | BPC=1.8707 | Alpha=0.99 | LR=3.00e-04
Step 12870: Loss=1.3873 | BPC=2.0015 | Alpha=0.99 | LR=3.00e-04
Step 12880: Loss=1.5131 | BPC=2.1829 | Alpha=0.99 | LR=3.00e-04
Step 12890: Loss=1.3117 | BPC=1.8923 | Alpha=0.99 | LR=3.00e-04
Step 12900: Loss=1.2223 | BPC=1.7634 | Alpha=0.99 | LR=3.00e-04
Step 12910: Loss=1.2784 | BPC=1.8444 | Alpha=0.99 | LR=3.00e-04
Step 12920: Loss=1.3304 | BPC=1.9194 | Alpha=0.99 | LR=3.00e-04
Step 12930: Loss=1.3611 | BPC=1.9636 | Alpha=0.99 | LR=3.00e-04
Step 12940: Loss=1.4067 | BPC=2.0295 | Alpha=0.99 | LR=3.00e-04
Step 12950: Loss=1.2618 | BPC=1.8204 | Alpha=0.99 | LR=3.00e-04
Step 12960: Loss=1.2881 | BPC=1.8584 | Alpha=0.99 | LR=3.00e-04
Step 12970: Loss=1.5349 | BPC=2.2143 | Alpha=0.99 | LR=3.00e-04
Step 12980: Loss=1.2186 | BPC=1.7581 | Alpha=0.99 | LR=3.00e-04
Step 12990: Loss=1.3021 | BPC=1.8785 | Alpha=0.99 | LR=3.00e-04
Step 13000: Loss=1.2854 | BPC=1.8545 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3126 | BPC = 1.8937 --
Step 13010: Loss=1.3731 | BPC=1.9810 | Alpha=0.99 | LR=3.00e-04
Step 13020: Loss=1.7046 | BPC=2.4592 | Alpha=0.99 | LR=3.00e-04
Step 13030: Loss=1.4412 | BPC=2.0793 | Alpha=0.99 | LR=3.00e-04
Step 13040: Loss=1.4545 | BPC=2.0984 | Alpha=0.99 | LR=3.00e-04
Step 13050: Loss=1.3993 | BPC=2.0188 | Alpha=0.99 | LR=3.00e-04
Step 13060: Loss=1.3781 | BPC=1.9882 | Alpha=0.99 | LR=3.00e-04
Step 13070: Loss=1.4155 | BPC=2.0422 | Alpha=0.99 | LR=3.00e-04
Step 13080: Loss=1.3454 | BPC=1.9409 | Alpha=0.99 | LR=3.00e-04
Step 13090: Loss=1.2441 | BPC=1.7949 | Alpha=0.99 | LR=3.00e-04
Step 13100: Loss=1.3922 | BPC=2.0086 | Alpha=0.99 | LR=3.00e-04
Step 13110: Loss=1.3595 | BPC=1.9613 | Alpha=0.99 | LR=3.00e-04
Step 13120: Loss=1.5038 | BPC=2.1695 | Alpha=0.99 | LR=3.00e-04
Step 13130: Loss=1.3935 | BPC=2.0104 | Alpha=0.99 | LR=3.00e-04
Step 13140: Loss=1.2713 | BPC=1.8341 | Alpha=0.99 | LR=3.00e-04
Step 13150: Loss=1.3382 | BPC=1.9306 | Alpha=0.99 | LR=3.00e-04
Step 13160: Loss=1.3973 | BPC=2.0159 | Alpha=0.99 | LR=3.00e-04
Step 13170: Loss=1.6536 | BPC=2.3856 | Alpha=0.99 | LR=3.00e-04
Step 13180: Loss=1.3633 | BPC=1.9668 | Alpha=0.99 | LR=3.00e-04
Step 13190: Loss=1.3007 | BPC=1.8765 | Alpha=0.99 | LR=3.00e-04
Step 13200: Loss=1.3400 | BPC=1.9332 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3190 | BPC = 1.9029 --
Step 13210: Loss=1.2848 | BPC=1.8536 | Alpha=0.99 | LR=3.00e-04
Step 13220: Loss=1.2610 | BPC=1.8193 | Alpha=0.99 | LR=3.00e-04
Step 13230: Loss=1.5202 | BPC=2.1932 | Alpha=0.99 | LR=3.00e-04
Step 13240: Loss=1.4341 | BPC=2.0690 | Alpha=0.99 | LR=3.00e-04
Step 13250: Loss=1.2807 | BPC=1.8477 | Alpha=0.99 | LR=3.00e-04
Step 13260: Loss=1.3539 | BPC=1.9533 | Alpha=0.99 | LR=3.00e-04
Step 13270: Loss=1.2472 | BPC=1.7994 | Alpha=0.99 | LR=3.00e-04
Step 13280: Loss=1.4119 | BPC=2.0370 | Alpha=0.99 | LR=3.00e-04
Step 13290: Loss=1.4722 | BPC=2.1239 | Alpha=0.99 | LR=3.00e-04
Step 13300: Loss=1.3454 | BPC=1.9410 | Alpha=0.99 | LR=3.00e-04
Step 13310: Loss=1.4669 | BPC=2.1164 | Alpha=0.99 | LR=3.00e-04
Step 13320: Loss=1.2713 | BPC=1.8341 | Alpha=0.99 | LR=3.00e-04
Step 13330: Loss=1.4508 | BPC=2.0930 | Alpha=0.99 | LR=3.00e-04
Step 13340: Loss=1.4408 | BPC=2.0787 | Alpha=0.99 | LR=3.00e-04
Step 13350: Loss=1.2640 | BPC=1.8235 | Alpha=0.99 | LR=3.00e-04
Step 13360: Loss=1.4117 | BPC=2.0366 | Alpha=0.99 | LR=3.00e-04
Step 13370: Loss=1.2912 | BPC=1.8628 | Alpha=0.99 | LR=3.00e-04
Step 13380: Loss=1.4105 | BPC=2.0350 | Alpha=0.99 | LR=3.00e-04
Step 13390: Loss=1.2848 | BPC=1.8535 | Alpha=0.99 | LR=3.00e-04
Step 13400: Loss=1.3925 | BPC=2.0090 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3144 | BPC = 1.8962 --
Step 13410: Loss=1.3843 | BPC=1.9971 | Alpha=0.99 | LR=3.00e-04
Step 13420: Loss=1.2600 | BPC=1.8177 | Alpha=0.99 | LR=3.00e-04
Step 13430: Loss=1.5869 | BPC=2.2894 | Alpha=0.99 | LR=3.00e-04
Step 13440: Loss=1.3689 | BPC=1.9749 | Alpha=0.99 | LR=3.00e-04
Step 13450: Loss=1.4903 | BPC=2.1500 | Alpha=0.99 | LR=3.00e-04
Step 13460: Loss=1.8390 | BPC=2.6531 | Alpha=0.99 | LR=3.00e-04
Step 13470: Loss=1.4883 | BPC=2.1472 | Alpha=0.99 | LR=3.00e-04
Step 13480: Loss=1.5385 | BPC=2.2196 | Alpha=0.99 | LR=3.00e-04
Step 13490: Loss=1.5332 | BPC=2.2119 | Alpha=0.99 | LR=3.00e-04
Step 13500: Loss=1.3298 | BPC=1.9186 | Alpha=0.99 | LR=3.00e-04
Step 13510: Loss=1.4074 | BPC=2.0304 | Alpha=0.99 | LR=3.00e-04
Step 13520: Loss=1.5361 | BPC=2.2162 | Alpha=0.99 | LR=3.00e-04
Step 13530: Loss=1.1942 | BPC=1.7228 | Alpha=0.99 | LR=3.00e-04
Step 13540: Loss=1.3497 | BPC=1.9472 | Alpha=0.99 | LR=3.00e-04
Step 13550: Loss=1.1271 | BPC=1.6260 | Alpha=0.99 | LR=3.00e-04
Step 13560: Loss=1.2642 | BPC=1.8238 | Alpha=0.99 | LR=3.00e-04
Step 13570: Loss=1.3969 | BPC=2.0152 | Alpha=0.99 | LR=3.00e-04
Step 13580: Loss=1.3580 | BPC=1.9592 | Alpha=0.99 | LR=3.00e-04
Step 13590: Loss=1.3704 | BPC=1.9771 | Alpha=0.99 | LR=3.00e-04
Step 13600: Loss=1.3853 | BPC=1.9985 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3292 | BPC = 1.9176 --
Step 13610: Loss=1.4907 | BPC=2.1506 | Alpha=0.99 | LR=3.00e-04
Step 13620: Loss=1.4385 | BPC=2.0753 | Alpha=0.99 | LR=3.00e-04
Step 13630: Loss=1.3472 | BPC=1.9436 | Alpha=0.99 | LR=3.00e-04
Step 13640: Loss=1.3430 | BPC=1.9376 | Alpha=0.99 | LR=3.00e-04
Step 13650: Loss=1.2791 | BPC=1.8454 | Alpha=0.99 | LR=3.00e-04
Step 13660: Loss=1.5668 | BPC=2.2604 | Alpha=0.99 | LR=3.00e-04
Step 13670: Loss=1.3247 | BPC=1.9111 | Alpha=0.99 | LR=3.00e-04
Step 13680: Loss=1.3899 | BPC=2.0052 | Alpha=0.99 | LR=3.00e-04
Step 13690: Loss=1.3161 | BPC=1.8987 | Alpha=0.99 | LR=3.00e-04
Step 13700: Loss=1.4050 | BPC=2.0270 | Alpha=0.99 | LR=3.00e-04
Step 13710: Loss=1.2504 | BPC=1.8039 | Alpha=0.99 | LR=3.00e-04
Step 13720: Loss=1.3392 | BPC=1.9320 | Alpha=0.99 | LR=3.00e-04
Step 13730: Loss=1.4594 | BPC=2.1055 | Alpha=0.99 | LR=3.00e-04
Step 13740: Loss=1.2360 | BPC=1.7832 | Alpha=0.99 | LR=3.00e-04
Step 13750: Loss=1.4599 | BPC=2.1062 | Alpha=0.99 | LR=3.00e-04
Step 13760: Loss=1.2756 | BPC=1.8403 | Alpha=0.99 | LR=3.00e-04
Step 13770: Loss=1.2135 | BPC=1.7507 | Alpha=0.99 | LR=3.00e-04
Step 13780: Loss=1.3702 | BPC=1.9767 | Alpha=0.99 | LR=3.00e-04
Step 13790: Loss=1.2546 | BPC=1.8100 | Alpha=0.99 | LR=3.00e-04
Step 13800: Loss=1.2298 | BPC=1.7742 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3210 | BPC = 1.9058 --
Step 13810: Loss=1.5934 | BPC=2.2988 | Alpha=0.99 | LR=3.00e-04
Step 13820: Loss=1.3158 | BPC=1.8983 | Alpha=0.99 | LR=3.00e-04
Step 13830: Loss=1.3961 | BPC=2.0142 | Alpha=0.99 | LR=3.00e-04
Step 13840: Loss=1.3543 | BPC=1.9539 | Alpha=0.99 | LR=3.00e-04
Step 13850: Loss=1.3472 | BPC=1.9436 | Alpha=0.99 | LR=3.00e-04
Step 13860: Loss=1.2726 | BPC=1.8360 | Alpha=0.99 | LR=3.00e-04
Step 13870: Loss=1.3730 | BPC=1.9808 | Alpha=0.99 | LR=3.00e-04
Step 13880: Loss=1.5207 | BPC=2.1939 | Alpha=0.99 | LR=3.00e-04
Step 13890: Loss=1.4674 | BPC=2.1171 | Alpha=0.99 | LR=3.00e-04
Step 13900: Loss=1.3233 | BPC=1.9092 | Alpha=0.99 | LR=3.00e-04
Step 13910: Loss=1.3456 | BPC=1.9413 | Alpha=0.99 | LR=3.00e-04
Step 13920: Loss=1.4280 | BPC=2.0601 | Alpha=0.99 | LR=3.00e-04
Step 13930: Loss=1.2898 | BPC=1.8608 | Alpha=0.99 | LR=3.00e-04
Step 13940: Loss=1.5086 | BPC=2.1764 | Alpha=0.99 | LR=3.00e-04
Step 13950: Loss=1.3617 | BPC=1.9646 | Alpha=0.99 | LR=3.00e-04
Step 13960: Loss=1.5512 | BPC=2.2379 | Alpha=0.99 | LR=3.00e-04
Step 13970: Loss=1.2505 | BPC=1.8041 | Alpha=0.99 | LR=3.00e-04
Step 13980: Loss=1.3397 | BPC=1.9328 | Alpha=0.99 | LR=3.00e-04
Step 13990: Loss=1.5297 | BPC=2.2068 | Alpha=0.99 | LR=3.00e-04
